"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000130382",1567.62016812399,0.123774271406121,0.0599255903129225,2.06546603479065,0.0388789260643022,0.0619172537153552,"MLLT1","4298","MLLT1 super elongation complex subunit"
"ENSG00000130203",47.5881347909081,0.511339140827345,0.24760569671146,2.06513479947604,0.0389102475654346,0.0619597060501261,"APOE","348","apolipoprotein E"
"ENSG00000156162",490.535780721374,-0.182506308979017,0.0884195685767343,-2.06409409044594,0.0390087961736595,0.0621091861398401,"DPY19L4","286148","dpy-19 like 4"
"ENSG00000107719",10.1463873838491,1.13931897444296,0.55231945981429,2.06278984779215,0.039132599014582,0.0622988349648422,"PALD1","27143","phosphatase domain containing paladin 1"
"ENSG00000214029",52.9694855595972,0.492683171230888,0.238878894765557,2.0624809559439,0.0391619688302728,0.0623381196073446,"ZNF891","101060200","zinc finger protein 891"
"ENSG00000033178",1136.29213227043,0.128717024158508,0.0624159606149967,2.06224534382286,0.0391843837023789,0.0623663252648288,"UBA6","55236","ubiquitin like modifier activating enzyme 6"
"ENSG00000182154",541.24176428703,0.17832889970875,0.0864829199431661,2.06201293649592,0.039206504360114,0.0623903106298857,"MRPL41","64975","mitochondrial ribosomal protein L41"
"ENSG00000161179",193.212070568218,-0.268844137896798,0.13038101898043,-2.06198831700457,0.0392088482779443,0.0623903106298857,"YDJC","150223","YdjC chitooligosaccharide deacetylase homolog"
"ENSG00000083099",593.141299068949,0.162804239138729,0.0789599278641509,2.06185901561145,0.0392211604713711,0.0624024261356914,"LYRM2","57226","LYR motif containing 2"
"ENSG00000137965",19.0154091000907,-0.840579492393631,0.407726448225876,-2.06162611243693,0.0392433460010862,0.0624302457284018,"IFI44","10561","interferon induced protein 44"
"ENSG00000070087",3746.99375074386,-0.103786049510623,0.0503538286526792,-2.06113521628112,0.0392901419280481,0.0624972053998006,"PFN2","5217","profilin 2"
"ENSG00000167088",665.949159027237,-0.156044491487665,0.0757426456239233,-2.06019330592775,0.0393800646154822,0.0626327407762944,"SNRPD1","6632","small nuclear ribonucleoprotein D1 polypeptide"
"ENSG00000174137",25.9548561616227,-0.685886445563796,0.332981299407159,-2.05983473181512,0.0394143430064333,0.0626797538088418,"FAM53A","152877","family with sequence similarity 53 member A"
"ENSG00000137522",372.185993492866,-0.200318367585192,0.0972606336918402,-2.05960376754154,0.0394364357674609,0.0627073793683007,"RNF121","55298","ring finger protein 121"
"ENSG00000108370",22.7357673148864,0.741574940205133,0.360112428642021,2.05928727037165,0.0394667272036265,0.0627480333634866,"RGS9","8787","regulator of G protein signaling 9"
"ENSG00000133135",277.346548931083,-0.229284522324452,0.111458185932646,-2.05713488341725,0.0396732530503231,0.0630688386612079,"RNF128","79589","ring finger protein 128"
"ENSG00000172977",251.00176388331,0.239165443998652,0.116305752679674,2.05635094127591,0.0397487013949245,0.0631812173201757,"KAT5","10524","lysine acetyltransferase 5"
"ENSG00000112877",30.0804278945463,-0.668222748716359,0.32498058483639,-2.05619283088179,0.0397639330388644,0.0631978650977859,"CEP72","55722","centrosomal protein 72"
"ENSG00000120733",1120.20687539338,-0.134675474707595,0.0655048436599892,-2.05596208131789,0.0397861713023409,0.063225643364165,"KDM3B","51780","lysine demethylase 3B"
"ENSG00000101353",8.0493932723962,-1.28506259795253,0.625117617512397,-2.0557132961095,0.0398101595555713,0.0632561956235312,"MROH8","140699","maestro heat like repeat family member 8"
"ENSG00000080802",465.560813118365,0.187139969778373,0.0910523425711836,2.05530098945086,0.0398499418222736,0.0633118334071097,"CNOT4","4850","CCR4-NOT transcription complex subunit 4"
"ENSG00000196757",91.4318819849355,0.380816370408492,0.185413830770038,2.05387251224427,0.0399880323997291,0.0635236271179526,"ZNF700","90592","zinc finger protein 700"
"ENSG00000112851",2001.24306979891,0.119671977924918,0.0582760642106055,2.05353569335829,0.0400206516869899,0.0635678421079406,"ERBIN","55914","erbb2 interacting protein"
"ENSG00000175581",163.498802034027,-0.280492833702577,0.136695940720449,-2.05194706019985,0.0401748076261531,0.0638050693400175,"MRPL48","51642","mitochondrial ribosomal protein L48"
"ENSG00000143951",59.4784294595984,0.468118094473878,0.228209527045402,2.05126446969388,0.0402411985746934,0.0639028693769821,"WDPCP","51057","WD repeat containing planar cell polarity effector"
"ENSG00000180626",85.9308828160228,0.416409895658598,0.203070237798703,2.05057077872422,0.0403087644960274,0.0640025116600402,"ZNF594","84622","zinc finger protein 594"
"ENSG00000224051",299.70151191683,-0.216564623420012,0.105628979353029,-2.05023871996546,0.0403411412527897,0.0640462632225141,"CPTP","80772","ceramide-1-phosphate transfer protein"
"ENSG00000159885",52.9832062681634,0.497399833649995,0.242687739082575,2.0495466129863,0.0404086947122931,0.0641458447673811,"ZNF222","7673","zinc finger protein 222"
"ENSG00000100815",914.224266551855,-0.144588663936027,0.0705654297330706,-2.04900139463426,0.0404619785512437,0.0642227532406332,"TRIP11","9321","thyroid hormone receptor interactor 11"
"ENSG00000108511",394.420946681858,0.188438803017521,0.0920062551485837,2.04810860645513,0.040549358803438,0.0643537559597639,"HOXB6","3216","homeobox B6"
"ENSG00000111962",597.155677356565,0.157150058745739,0.076752382033242,2.04749422210345,0.0406095835953713,0.0644416355213527,"UST","10090","uronyl 2-sulfotransferase"
"ENSG00000216937",10.6781693909783,-1.09691206404679,0.535762880486668,-2.04738346757131,0.0406204483286815,0.0644511760484468,"CCDC7","79741","coiled-coil domain containing 7"
"ENSG00000091542",1121.28243066932,0.125988868807764,0.0615456511818948,2.04707995428321,0.0406502348269586,0.0644907332742073,"ALKBH5","54890","alkB homolog 5, RNA demethylase"
"ENSG00000100078",3.77202334118994,-1.97220971542665,0.963744245317563,-2.04640362316953,0.0407166759044774,0.0645884258167047,"PLA2G3","50487","phospholipase A2 group III"
"ENSG00000134504",101.604091541186,0.371426331246004,0.181539095918169,2.04598535300313,0.0407578117659881,0.0646459584279739,"KCTD1","284252","potassium channel tetramerization domain containing 1"
"ENSG00000173540",440.241830026299,-0.187117221367642,0.091487421182497,-2.04527812620693,0.0408274459438361,0.064748673077735,"GMPPB","29925","GDP-mannose pyrophosphorylase B"
"ENSG00000133740",71.4967733210105,-0.433509179874134,0.212000650388898,-2.04484834871448,0.0408698114486152,0.0648081226910825,"E2F5","1875","E2F transcription factor 5"
"ENSG00000131067",414.762370124793,0.190011873137966,0.0929389192844206,2.04448119906015,0.0409060328878957,0.0648578164995858,"GGT7","2686","gamma-glutamyltransferase 7"
"ENSG00000197056",191.766403581188,-0.268857189709294,0.131537697982493,-2.04395541227335,0.0409579521689762,0.0649323849019266,"ZMYM1","79830","zinc finger MYM-type containing 1"
"ENSG00000159733",33.5322370766282,0.618997929486194,0.302951939312715,2.04322154494363,0.0410305118961841,0.0650396537779112,"ZFYVE28","57732","zinc finger FYVE-type containing 28"
"ENSG00000074181",3388.30680816312,0.10690206656524,0.0523353988956127,2.04263402632059,0.0410886801459176,0.0651240870761429,"NOTCH3","4854","notch receptor 3"
"ENSG00000151468",22.9795887478984,0.739755267977628,0.362421310913304,2.04114726618432,0.0412361914572632,0.0653500888838288,"CCDC3","83643","coiled-coil domain containing 3"
"ENSG00000198934",52.3291199427262,-0.489973039434137,0.24017684310857,-2.04005112688007,0.0413452337514646,0.0655150792993262,"MAGEE1","57692","MAGE family member E1"
"ENSG00000166503",1111.67499755856,0.135163824411345,0.0662679929722106,2.03965471638813,0.0413847281545279,0.0655698388820756,"HDGFL3","50810","HDGF like 3"
"ENSG00000100129",2040.1523547275,-0.102096616354434,0.0500659250277865,-2.03924358329084,0.0414257231194338,0.0656269626040457,"EIF3L","51386","eukaryotic translation initiation factor 3 subunit L"
"ENSG00000108592",1292.6799716809,0.120151620255726,0.0589500060224883,2.03819521595791,0.0415304137587098,0.0657849678644225,"FTSJ3","117246","FtsJ RNA 2'-O-methyltransferase 3"
"ENSG00000254986",972.977788496514,-0.130748235463263,0.0641543162465016,-2.03802710578172,0.041547222174051,0.0658037449219826,"DPP3","10072","dipeptidyl peptidase 3"
"ENSG00000070882",1076.47909302254,0.141510399474162,0.0694368586196591,2.03797237212712,0.0415526959351001,0.065804567474663,"OSBPL3","26031","oxysterol binding protein like 3"
"ENSG00000008294",1895.87081818244,-0.126334829898341,0.0620201738163732,-2.03699574065026,0.0416504688421621,0.0659515411494513,"SPAG9","9043","sperm associated antigen 9"
"ENSG00000141556",1160.21656893707,0.12331530650113,0.0605498575878733,2.03659118970128,0.0416910264160839,0.0660002146296711,"TBCD","6904","tubulin folding cofactor D"
"ENSG00000135775",299.240910170043,-0.208539199870352,0.102396260467749,-2.03658999769853,0.0416911459676962,0.0660002146296711,"COG2","22796","component of oligomeric golgi complex 2"
"ENSG00000178718",16.2256908126647,0.908643799978425,0.446222455584058,2.03630227167547,0.0417200118670996,0.0660380404741767,"RPP25","54913","ribonuclease P and MRP subunit p25"
"ENSG00000083444",10160.1427997413,0.0864660353873631,0.0424658037495289,2.03613325906547,0.0417369758184638,0.0660570201168776,"PLOD1","5351","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"
"ENSG00000166855",720.091345040453,0.148835015635502,0.0731238875441212,2.03538160557587,0.0418124907188138,0.0661686526542696,"CLPX","10845","caseinolytic mitochondrial matrix peptidase chaperone subunit X"
"ENSG00000149474",185.579705194918,-0.260565112961721,0.128052374179687,-2.03483234599063,0.0418677452112427,0.0662482001305368,"KAT14","57325","lysine acetyltransferase 14"
"ENSG00000089053",1959.88147926905,-0.106569337323959,0.0523799111863095,-2.03454597211714,0.0418965783932851,0.0662859266491499,"ANAPC5","51433","anaphase promoting complex subunit 5"
"ENSG00000173928",16.0417162659111,0.893082705940227,0.439115179577811,2.03382335085497,0.0419694092950498,0.066393246100149,"SWSAP1","126074","SWIM-type zinc finger 7 associated protein 1"
"ENSG00000083828",79.3000893199753,-0.390148896921998,0.191890088785378,-2.03318941270784,0.0420333902837342,0.0664865415920636,"ZNF586","54807","zinc finger protein 586"
"ENSG00000100083",774.462076793264,0.144040125716767,0.0708524612556154,2.03295867446455,0.0420566983045664,0.0665154878401108,"GGA1","26088","golgi associated, gamma adaptin ear containing, ARF binding protein 1"
"ENSG00000141580",1568.5243081425,0.112523604187866,0.0553665681726915,2.03233842915635,0.0421194065965936,0.066606733946417,"WDR45B","56270","WD repeat domain 45B"
"ENSG00000005700",1517.9111443897,0.124740296492147,0.0613986500534624,2.03164558803052,0.0421895480289368,0.0667051500529862,"IBTK","25998","inhibitor of Bruton tyrosine kinase"
"ENSG00000169019",445.488789717851,-0.188537259539206,0.0928012338865516,-2.03162449078738,0.0421916854084579,0.0667051500529862,"COMMD8","54951","COMM domain containing 8"
"ENSG00000205363",11.9845912725713,1.04128714527682,0.512601913675052,2.03137584448604,0.0422168828786415,0.0667370433699257,"INSYN1","388135","inhibitory synaptic factor 1"
"ENSG00000166262",31.4448031850815,0.62341039323166,0.30723061049546,2.02912851758588,0.0424452019507121,0.0670899883743138,"FAM227B","196951","family with sequence similarity 227 member B"
"ENSG00000140471",95.6426550847652,-0.353793382439981,0.174546827175467,-2.02692531376879,0.0426700512849042,0.067437365678974,"LINS1","55180","lines homolog 1"
"ENSG00000198346",77.9092631816785,0.40211820130087,0.198412449107144,2.02667828107763,0.0426953250416089,0.067469281047311,"ZNF813","126017","zinc finger protein 813"
"ENSG00000205835",7.47592939464271,-1.29497781740952,0.639303397234443,-2.02560759572287,0.0428050125437458,0.0676345677618405,"GMNC","647309","geminin coiled-coil domain containing"
"ENSG00000173950",567.57208778229,0.162163368129613,0.0801299057066194,2.02375588364404,0.0429952754732007,0.0679271141709351,"XXYLT1","152002","xyloside xylosyltransferase 1"
"ENSG00000221838",298.584361889839,0.219907066007435,0.108705205707308,2.02296720360883,0.0430765289381616,0.0680473902660159,"AP4M1","9179","adaptor related protein complex 4 subunit mu 1"
"ENSG00000164077",214.425543774292,-0.251850415644632,0.124523861153163,-2.02250727942702,0.0431239723349656,0.0681142348142482,"MON1A","84315","MON1 homolog A, secretory trafficking associated"
"ENSG00000123104",242.687531133103,-0.260250858679126,0.128692563653119,-2.02226804169208,0.043148668315385,0.0681451382360218,"ITPR2","3709","inositol 1,4,5-trisphosphate receptor type 2"
"ENSG00000183475",233.384098733648,0.248587094235429,0.122987690361517,2.0212355684111,0.0432553853772346,0.0683055556509845,"ASB7","140460","ankyrin repeat and SOCS box containing 7"
"ENSG00000213533",34.0962103040445,-0.589736749876566,0.291856835292045,-2.02063710204508,0.0433173452637615,0.0683952662616833,"STIMATE","375346","STIM activating enhancer"
"ENSG00000120549",242.462854929749,-0.241961034103087,0.119775180466497,-2.02012665028518,0.043370252142083,0.0684706631345711,"KIAA1217","56243","KIAA1217"
"ENSG00000162946",79.4314823793966,-0.385707867711735,0.191106505959109,-2.01828747679718,0.043561330206106,0.0687641535295342,"DISC1","27185","DISC1 scaffold protein"
"ENSG00000145982",116.115481612672,-0.320907852460711,0.159015348086793,-2.01809357600848,0.0435815165994686,0.0687878435501059,"FARS2","10667","phenylalanyl-tRNA synthetase 2, mitochondrial"
"ENSG00000104361",161.51153840547,0.290629620948976,0.14402006541851,2.01798006482243,0.0435933375536218,0.0687909441219686,"NIPAL2","79815","NIPA like domain containing 2"
"ENSG00000141101",441.446512933387,0.179674634545567,0.0890370855538603,2.01797524512276,0.043593839532797,0.0687909441219686,"NOB1","28987","NIN1 (RPN12) binding protein 1 homolog"
"ENSG00000007545",193.749403011921,0.254640717601656,0.126219141094639,2.01744929804843,0.0436486470777351,0.0688692480977046,"CRAMP1","57585","cramped chromatin regulator homolog 1"
"ENSG00000130294",5.43740548670188,1.68890441477526,0.837258060928164,2.01718501569633,0.0436762091999803,0.0688996908572446,"KIF1A","547","kinesin family member 1A"
"ENSG00000136715",503.611257467816,-0.189547069562457,0.0939670709739862,-2.01716481739578,0.0436783162940822,0.0688996908572446,"SAP130","79595","Sin3A associated protein 130"
"ENSG00000168477",8.37015629780008,1.24298028512018,0.616373271616149,2.01660315649485,0.0437369433601327,0.0689839783528421,"TNXB","7148","tenascin XB"
"ENSG00000172006",47.9286802166147,0.514727172096051,0.255265052303899,2.01644199803449,0.0437537776034593,0.0690023360400316,"ZNF554","115196","zinc finger protein 554"
"ENSG00000135164",624.707102215047,0.154233646591642,0.0765084142696105,2.01590436900356,0.043809976679715,0.0690827627044966,"DMTF1","9988","cyclin D binding myb like transcription factor 1"
"ENSG00000166169",223.808811887217,-0.236285329947328,0.117217125304001,-2.01579188479947,0.0438217425102958,0.0690925738769498,"POLL","27343","DNA polymerase lambda"
"ENSG00000123179",292.838173148494,-0.210196333149899,0.104277221769114,-2.01574542919167,0.04382660253827,0.0690925738769498,"EBPL","84650","EBP like"
"ENSG00000257093",165.212914610068,-0.295799888499607,0.146799454683602,-2.01499310155577,0.0439053718910229,0.0692085389813156,"DENND11","57189","DENN domain containing 11"
"ENSG00000234616",363.37947466038,-0.201259729977465,0.0999096585575563,-2.01441715328776,0.0439657549242463,0.0692954974372659,"JRK","8629","Jrk helix-turn-helix protein"
"ENSG00000158717",257.249536758283,0.224190483034795,0.111302185534831,2.01425050152889,0.0439832399461949,0.0693148306793262,"RNF166","115992","ring finger protein 166"
"ENSG00000117758",1331.96135137473,-0.127668205897546,0.0633844625240472,-2.01418771752006,0.0439898287363378,0.0693169895926015,"STX12","23673","syntaxin 12"
"ENSG00000167103",18.2956584090581,-0.81547947042591,0.404969314398175,-2.01368212709596,0.0440429176777675,0.0693924119331089,"PIP5KL1","138429","phosphatidylinositol-4-phosphate 5-kinase like 1"
"ENSG00000103485",248.54222307036,-0.224823550595847,0.111718356899741,-2.01241368773092,0.0441763468097866,0.0695943824371469,"QPRT","23475","quinolinate phosphoribosyltransferase"
"ENSG00000128891",177.765749412422,0.262445495310805,0.130416544179089,2.01236351540194,0.0441816315230597,0.0695944532601137,"CCDC32","90416","coiled-coil domain containing 32"
